Award_ID,Contract_Number,Award_Date,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Vendor_Name,Vendor_UEI,Vendor_Size,Socioeconomic_Category,Category,NAICS_Code,NAICS_Description,PSC_Code,Contract_Type,Competition_Type,Set_Aside_Type,Number_of_Offers_Received,Award_Amount,Period_of_Performance_Start,Period_of_Performance_End,Period_of_Performance_Months
AWD-000542,36C038301J517,2021-09-26,2021,3,VISN 3 Medical Center East,Network Contracting Office (NCO) 9,Beacon Federal Services,MFM4FSJ4JFA3,Small Business,SDVOSB,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Firm Fixed Price,Set-Aside,SDVOSB,2,350213.59,2021-09-26,2023-09-25,24
AWD-000543,36C059829S611,2020-08-27,2020,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 17,Keystone Inc.,3NEMPHBDBGKF,Small Business,N/A,IT Services,541519,Other Computer Related Services,D316,Time and Materials,Set-Aside,Full and Open (No Set-Aside),6,368026.11,2020-09-23,2023-09-22,36
AWD-000544,36C016090H623,2026-05-11,2026,1,VISN 1 Medical Center Main,Technology Acquisition Center (TAC),Guardian Enterprises,4XJRWNG74DG6,Small Business,SDVOSB,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Firm Fixed Price,Set-Aside,SDVOSB,2,1517265.5,2026-06-02,2029-05-31,36
AWD-000545,36C141706D320,2019-01-23,2019,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 18,Keystone Solutions,B5E3G2R4BKEM,Other Than Small Business,N/A,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,47033.41,2019-02-18,2021-02-16,24
AWD-000546,36C189377Y493,2020-03-12,2020,18,VISN 18 Medical Center South,Network Contracting Office (NCO) 4,Atlas Solutions,M3FH4SEFDUAM,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6520,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,443744.47,2020-04-03,2022-04-02,24
AWD-000547,36C022405X778,2023-10-08,2024,2,VISN 2 Medical Center Main,National Acquisition Center (NAC),Patriot Solutions,QNMZNM8N8Y6N,Other Than Small Business,N/A,IT Services,541512,Computer Systems Design Services,D316,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),7,8179656.14,2023-10-20,2025-10-18,24
AWD-000548,36C144507B539,2021-06-15,2021,14,VISN 14 Medical Center Main,Network Contracting Office (NCO) 2,Guardian Systems,RYFJP24JH4JU,Small Business,VOSB,IT Services,541512,Computer Systems Design Services,D316,Firm Fixed Price,Set-Aside,VOSB,4,1906996.0,2021-06-18,2024-06-16,36
AWD-000549,36C101030F272,2020-12-21,2021,10,VISN 10 Medical Center North,Network Contracting Office (NCO) 4,Guardian Associates,P7BWFQ79BMDG,Small Business,N/A,Medical/Clinical Services,621111,Offices of Physicians,Q401,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),4,165590.32,2020-12-25,2021-12-24,12
AWD-000550,36C153369G276,2024-10-22,2025,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 14,Sterling Associates,CL8WWX4BNU4K,Other Than Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,262154.14,2024-11-10,2027-11-09,36
AWD-000551,36C089638O439,2024-03-17,2024,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 4,Atlas Industries,3DSLJKZ2C9A3,Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),3,39565.13,2024-03-20,2024-09-18,6
AWD-000552,36C097709Z145,2019-07-25,2019,9,VISN 9 Medical Center North,Network Contracting Office (NCO) 6,Patriot Group,VBBKVTBJWSD2,Other Than Small Business,N/A,Facilities Management,561720,Janitorial Services,S201,Time and Materials,Limited Competition,Full and Open (No Set-Aside),5,134104.02,2019-08-08,2022-08-06,36
AWD-000553,36C077942U492,2025-04-02,2025,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 10,Legacy Systems,4FME7NPSW9X8,Small Business,N/A,Construction,237990,Other Heavy and Civil Engineering Construction,Z1AA,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),4,1292894.41,2025-04-10,2026-04-09,12
AWD-000554,36C148358K629,2021-10-17,2022,14,VISN 14 Medical Center South,Network Contracting Office (NCO) 10,Meridian Associates,NTNDMNM42Q44,Small Business,8(a),Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,Firm Fixed Price,Set-Aside,8(a),2,1341023.2,2021-10-18,2022-10-17,12
AWD-000555,36C055773Z137,2020-05-12,2020,5,VISN 5 Medical Center North,Strategic Acquisition Center (SAC) - Austin,Vertex Systems,HDVXNJ8NRX7W,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6505,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,1392200.09,2020-06-08,2023-06-07,36
AWD-000556,36C119396U983,2024-02-13,2024,11,VISN 11 Medical Center Main,Denver Acquisition and Logistics Center (DALC),Pinnacle Systems,9LC4VQVK27Z7,Small Business,VOSB,Food Service,722320,Caterers,8940,Firm Fixed Price,Set-Aside,VOSB,1,196858.12,2024-03-12,2025-03-11,12
AWD-000557,36C074492S356,2020-06-30,2020,7,VISN 7 Medical Center North,Network Contracting Office (NCO) 18,Apex Solutions,KLUFL4YCQDAT,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6525,Time and Materials,Full and Open,Full and Open (No Set-Aside),10,883949.39,2020-07-29,2021-07-28,12
AWD-000558,36C126867H748,2024-03-18,2024,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 17,Patriot Associates,GR9X9TD67SUS,Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,Blanket Purchase Agreement (BPA),Sole Source,Full and Open (No Set-Aside),1,58971.3,2024-04-13,2027-04-12,36
AWD-000559,36C108042X977,2026-06-27,2026,10,VISN 10 Medical Center Main,Network Contracting Office (NCO) 8,Legacy Enterprises,YVRXACG6KC4W,Small Business,8(a),Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q301,Firm Fixed Price,Set-Aside,8(a),7,1770393.88,2026-07-04,2027-07-03,12
AWD-000560,36C147876V137,2024-12-15,2025,14,VISN 14 Medical Center South,SAO East,Frontier Consulting,Z8JRBH3PMP39,Other Than Small Business,N/A,IT Services,541512,Computer Systems Design Services,D307,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,1270150.12,2025-01-06,2030-01-04,60
AWD-000561,36C028408A271,2025-04-08,2025,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 14,Horizon LLC,EFP6LQ9QTQ9Y,Small Business,SDVOSB,IT Services,541519,Other Computer Related Services,D302,Firm Fixed Price,Set-Aside,SDVOSB,8,258987.89,2025-05-01,2027-04-30,24
AWD-000562,36C041803O490,2025-09-04,2025,4,VISN 4 Medical Center South,SAO West,Liberty Solutions,E4PME3GKUMKT,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6515,Time and Materials,Full and Open,Full and Open (No Set-Aside),2,507098.34,2025-09-08,2026-09-07,12
AWD-000563,36C183799M672,2022-07-23,2022,18,VISN 18 Medical Center North,Network Contracting Office (NCO) 3,Sterling Associates,79LBLVC2JR76,Small Business,VOSB,Construction,237990,Other Heavy and Civil Engineering Construction,Y1AA,Firm Fixed Price,Set-Aside,VOSB,5,2857782.48,2022-08-12,2027-08-10,60
AWD-000564,36C051598R229,2023-12-18,2024,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 8,Guardian Associates,NEBQCLL34SWD,Small Business,N/A,IT Services,541519,Other Computer Related Services,D307,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),7,936192.89,2024-01-09,2025-01-07,12
AWD-000565,36C161779E487,2025-11-14,2026,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 11,Liberty Industries,9NDTNDJV5DGV,Small Business,8(a),Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6520,Firm Fixed Price,Set-Aside,8(a),5,96296.21,2025-11-19,2029-11-17,48
AWD-000566,36C052501O817,2024-08-29,2024,5,VISN 5 Medical Center South,Network Contracting Office (NCO) 8,Summit Enterprises,UNH8CPCGATGU,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R425,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),1,581410.13,2024-09-04,2028-09-02,48
AWD-000567,36C118965R169,2023-10-14,2024,11,VISN 11 Medical Center North,Network Contracting Office (NCO) 10,Guardian Partners,RA7EMRREY5FS,Other Than Small Business,N/A,Construction,236220,Commercial Building Construction,Y1AA,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,2073871.6,2023-10-18,2027-10-16,48
AWD-000568,36C163072P404,2025-02-22,2025,16,VISN 16 Medical Center Main,National Acquisition Center (NAC),Apex Industries,29NFA5KTFJ7S,Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6520,Time and Materials,Set-Aside,Full and Open (No Set-Aside),2,22179.19,2025-03-18,2027-03-17,24
AWD-000569,36C057968D179,2024-01-01,2024,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 15,Frontier LLC,DZQHLQ584GBU,Other Than Small Business,N/A,Professional Services,541611,Administrative Management Consulting,R408,Cost Plus Fixed Fee,Sole Source,Full and Open (No Set-Aside),1,45497.14,2024-01-30,2028-01-28,48
AWD-000570,36C057749A535,2020-10-13,2021,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 9,Anchor Solutions,3ZKLSMPAGXX3,Other Than Small Business,N/A,Facilities Management,561210,Facilities Support Services,S201,Labor Hour,Set-Aside,Full and Open (No Set-Aside),4,163006.34,2020-11-04,2021-11-03,12
AWD-000571,36C151796D218,2024-04-28,2024,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 16,Meridian Inc.,YZLSK5KE6NU6,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6520,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),7,27487.03,2024-05-27,2027-05-26,36
AWD-000572,36C052379R684,2024-01-18,2024,5,VISN 5 Medical Center South,Network Contracting Office (NCO) 16,Apex Federal Services,9BLHKDBCMXZS,Other Than Small Business,N/A,Transportation,485991,Special Needs Transportation,V119,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),3,1742417.22,2024-01-31,2027-01-29,36
AWD-000573,36C115646D736,2021-11-27,2022,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 18,Vanguard Associates,KGM28MJ829E7,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6520,IDIQ,Full and Open,Full and Open (No Set-Aside),7,824580.47,2021-12-21,2026-12-19,60
AWD-000574,36C153515S464,2021-10-09,2022,15,VISN 15 Medical Center North,Network Contracting Office (NCO) 4,Cornerstone Industries,X8BPN53LXBDV,Other Than Small Business,N/A,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Labor Hour,Sole Source,Full and Open (No Set-Aside),1,337013.4,2021-11-05,2024-11-03,36
AWD-000575,36C119848R685,2026-02-24,2026,11,VISN 11 Medical Center Main,Network Contracting Office (NCO) 14,Vertex Federal Services,SVRH9HNARMK7,Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6505,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),1,2063070.61,2026-03-08,2030-03-06,48
AWD-000576,36C037673D360,2022-02-09,2022,3,VISN 3 Medical Center East,Network Contracting Office (NCO) 4,Liberty Associates,QRGQ4DYAMFYZ,Other Than Small Business,N/A,Facilities Management,561210,Facilities Support Services,S201,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),10,426427.71,2022-02-23,2024-02-22,24
AWD-000577,36C178076B107,2024-11-05,2025,17,VISN 17 Medical Center South,Technology Acquisition Center (TAC),Pinnacle Federal Services,E98B7BU7KM9B,Small Business,SDVOSB,Professional Services,541990,All Other Professional/Scientific/Technical Services,R425,Time and Materials,Set-Aside,SDVOSB,1,110584.55,2024-11-26,2025-05-27,6
AWD-000578,36C036103K883,2024-06-07,2024,3,VISN 3 Medical Center South,Strategic Acquisition Center (SAC) - Frederick,Keystone Inc.,B6CZ7ABY3SLN,Other Than Small Business,N/A,Food Service,311423,Dried and Dehydrated Food Mfg,F002,Time and Materials,Full and Open,Full and Open (No Set-Aside),3,360252.42,2024-06-25,2026-06-24,24
AWD-000579,36C151403A205,2026-01-11,2026,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 17,Vanguard Associates,J9RE7W9V388V,Other Than Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Time and Materials,Set-Aside,Full and Open (No Set-Aside),6,280024.87,2026-01-11,2027-01-10,12
AWD-000580,36C054394R507,2021-09-06,2021,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 18,Atlas Inc.,2BH8ZAYJBAYV,Other Than Small Business,N/A,Medical Equipment,423450,Medical Equipment Merchant Wholesalers,6515,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),6,617415.32,2021-09-21,2024-09-19,36
AWD-000581,36C045876X416,2022-01-29,2022,4,VISN 4 Medical Center North,Network Contracting Office (NCO) 13,Liberty Solutions,QPBR4AWUE2YG,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Firm Fixed Price,Limited Competition,Full and Open (No Set-Aside),2,2548100.12,2022-02-11,2025-02-09,36
AWD-000582,36C119185J447,2023-12-07,2024,11,VISN 11 Medical Center North,Network Contracting Office (NCO) 8,Precision Inc.,MBUKXKD6MEFT,Small Business,N/A,Transportation,492110,Couriers and Express Delivery Services,V119,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,10000.0,2023-12-10,2024-12-08,12
AWD-000583,36C149699U123,2019-11-14,2020,14,VISN 14 Medical Center South,Network Contracting Office (NCO) 12,Meridian Enterprises,F6UPT7UUXS97,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,IDIQ,Set-Aside,Full and Open (No Set-Aside),3,218516.89,2019-11-28,2022-11-26,36
AWD-000584,36C125443I994,2022-03-16,2022,12,VISN 12 Medical Center Main,Technology Acquisition Center (TAC),Legacy Group,9XE9TUAKS8FF,Small Business,VOSB,Professional Services,541990,All Other Professional/Scientific/Technical Services,R408,Firm Fixed Price,Set-Aside,VOSB,2,105772.1,2022-03-19,2027-03-17,60
AWD-000585,36C116943G180,2021-08-18,2021,11,VISN 11 Medical Center North,Network Contracting Office (NCO) 10,Liberty Inc.,LHE286NJHTQP,Small Business,N/A,IT Services,541512,Computer Systems Design Services,D307,Firm Fixed Price,Set-Aside,Small Business,3,220488.73,2021-08-31,2024-08-29,36
AWD-000586,36C051626H185,2022-01-17,2022,5,VISN 5 Medical Center South,SAO East,Summit Systems,SU8R7MANEV2K,Small Business,N/A,Facilities Management,561720,Janitorial Services,S201,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,1140045.95,2022-01-19,2022-07-20,6
AWD-000587,36C017246K995,2022-10-07,2023,1,VISN 1 Medical Center North,National Acquisition Center (NAC),Precision Group,S9S95EX3BZAR,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),10,982187.49,2022-10-10,2027-10-08,60
AWD-000588,36C163989H871,2022-08-02,2022,16,VISN 16 Medical Center Main,Strategic Acquisition Center (SAC) - Austin,Frontier Group,X94P6BJ8KF83,Other Than Small Business,N/A,Pharmaceuticals,446110,Pharmacies and Drug Stores,6508,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),8,729184.31,2022-08-22,2025-08-20,36
AWD-000589,36C122846E435,2025-01-21,2025,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 3,Horizon Group,U686LXLQGNZ3,Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6508,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),5,300452.25,2025-01-28,2026-01-27,12
AWD-000590,36C174782K783,2019-11-27,2020,17,VISN 17 Medical Center North,Denver Acquisition and Logistics Center (DALC),Liberty Inc.,3NNPGJG8RC8M,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6525,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),1,222878.97,2019-11-28,2021-11-26,24
AWD-000591,36C048902R718,2020-07-20,2020,4,VISN 4 Medical Center Main,Network Contracting Office (NCO) 17,Pinnacle Enterprises,HL5997Y28QPK,Small Business,8(a),Facilities Management,561720,Janitorial Services,S214,Time and Materials,Set-Aside,8(a),3,624086.14,2020-08-16,2021-08-15,12
AWD-000592,36C181511G427,2020-09-09,2020,18,VISN 18 Medical Center North,Denver Acquisition and Logistics Center (DALC),Unity Partners,CFB5SJ9AAGRZ,Small Business,N/A,IT Services,541512,Computer Systems Design Services,D302,Time and Materials,Sole Source,Full and Open (No Set-Aside),1,599753.46,2020-10-07,2021-10-06,12
AWD-000593,36C055611K629,2021-08-05,2021,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 4,Precision Industries,6FUMG4NTFHCR,Other Than Small Business,N/A,Medical/Clinical Services,622110,General Medical and Surgical Hospitals,Q401,Labor Hour,Full and Open,Full and Open (No Set-Aside),6,204913.66,2021-09-03,2022-09-02,12
AWD-000594,36C022690I176,2023-04-18,2023,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 12,Precision Partners,4VU3D7WB9VDR,Small Business,N/A,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Firm Fixed Price,Sole Source,Full and Open (No Set-Aside),1,242977.09,2023-04-25,2024-04-23,12
AWD-000595,36C019712F315,2020-09-17,2020,1,VISN 1 Medical Center Main,Strategic Acquisition Center (SAC) - Frederick,Legacy Technologies,Q623S33HBBEA,Small Business,N/A,IT Services,541519,Other Computer Related Services,D307,IDIQ,Sole Source,Full and Open (No Set-Aside),1,429152.71,2020-10-04,2022-10-03,24
AWD-000596,36C099086P597,2021-05-26,2021,9,VISN 9 Medical Center Main,Network Contracting Office (NCO) 14,Liberty Federal Services,V6BJ3ZSQRJC5,Other Than Small Business,N/A,Medical Equipment,339112,Surgical and Medical Instrument Mfg,6515,Time and Materials,Set-Aside,Full and Open (No Set-Aside),3,63775.76,2021-06-04,2022-06-03,12
AWD-000597,36C096555E851,2019-09-21,2019,9,VISN 9 Medical Center North,Network Contracting Office (NCO) 11,Vanguard Consulting,EGEEJKK5MDA2,Other Than Small Business,N/A,Transportation,492110,Couriers and Express Delivery Services,V119,Firm Fixed Price,Full and Open,Full and Open (No Set-Aside),2,42334.25,2019-09-23,2020-03-23,6
AWD-000598,36C026953J802,2023-08-27,2023,2,VISN 2 Medical Center Main,Technology Acquisition Center (TAC),Apex Federal Services,5HHHMMVF9BS7,Small Business,HUBZone,Medical/Clinical Services,621399,Offices of Health Practitioners,Q301,Firm Fixed Price,Set-Aside,HUBZone,6,307338.04,2023-09-21,2027-09-19,48
AWD-000599,36C081743P444,2023-07-28,2023,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 16,Pinnacle Consulting,AKMU24MVXTMX,Other Than Small Business,N/A,Pharmaceuticals,325412,Pharmaceutical Preparation Manufacturing,6505,Firm Fixed Price,Set-Aside,Full and Open (No Set-Aside),5,5887336.46,2023-08-08,2025-08-06,24
AWD-000600,36C036447N374,2022-09-17,2022,3,VISN 3 Medical Center North,Network Contracting Office (NCO) 7,Pinnacle Enterprises,WBQ6VGXR2RTM,Small Business,HUBZone,Pharmaceuticals,446110,Pharmacies and Drug Stores,6505,Cost Plus Fixed Fee,Set-Aside,HUBZone,6,878610.07,2022-09-25,2023-09-24,12
