Record_ID,Fiscal_Year,VISN,Category,NAICS_Code,PSC_Code,Contract_Type,Set_Aside_Type,Competition_Type,Vendor_Size,Socioeconomic_Category,Estimated_Value,Number_of_Offers_Received,Incumbent_Present,Requirement_Complexity_Score,Contracting_Office_Open_Actions,Days_Since_Requirement_Posted,Prior_Year_Spend_Same_Requirement,Award_Amount,Days_to_Award,Small_Business_Award,Protest_Filed,On_Time_Award
MODEL-001122,2025,9,Medical/Clinical Services,622110,Q401,Firm Fixed Price,HUBZone,Set-Aside,Small Business,HUBZone,797118.09,2,Yes,4,33,72,783184.82,895778.01,76,1,0,1
MODEL-001123,2021,15,IT Services,541512,D307,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Small Business,N/A,330185.99,1,Yes,5,55,131,377697.77,401205.13,53,0,0,1
MODEL-001124,2021,16,IT Services,518210,D302,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,863185.29,3,Yes,3,34,32,664434.4,1016343.62,63,1,0,1
MODEL-001125,2025,13,Medical/Clinical Services,622110,Q201,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,131838.87,3,Yes,2,33,49,162818.73,145046.12,30,1,0,1
MODEL-001126,2021,12,Medical/Clinical Services,622110,Q401,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,703966.48,2,Yes,7,45,59,911627.27,764098.67,72,1,0,1
MODEL-001127,2026,6,IT Services,541519,D302,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,389031.43,3,No,4,24,120,0.0,340993.75,63,1,0,1
MODEL-001128,2022,15,Medical Equipment,339112,6525,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,105360.94,1,Yes,4,66,59,120511.97,113563.1,47,1,0,1
MODEL-001129,2022,11,Facilities Management,561210,S201,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,1025094.17,1,No,8,56,30,0.0,1117750.96,72,0,0,1
MODEL-001130,2022,14,Medical/Clinical Services,622110,Q401,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,175634.06,5,Yes,6,77,68,188538.96,109813.22,76,1,1,1
MODEL-001131,2024,12,Transportation,485991,V231,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,229329.23,2,Yes,5,63,85,281951.58,242562.24,41,1,0,1
MODEL-001132,2023,15,Professional Services,541611,R408,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,157914.66,7,Yes,5,102,86,190661.1,189425.23,57,1,0,1
MODEL-001133,2022,9,Medical Equipment,423450,6520,IDIQ,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,237270.49,1,Yes,4,52,45,241351.58,269281.49,72,0,0,1
MODEL-001134,2022,2,IT Services,541519,D302,IDIQ,Small Business,Set-Aside,Small Business,N/A,964387.88,9,No,5,47,32,0.0,899208.4,94,1,0,0
MODEL-001135,2024,3,Professional Services,541611,R425,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,92356.92,3,Yes,4,32,63,95027.41,84177.26,54,1,0,1
MODEL-001136,2024,14,Medical/Clinical Services,621399,Q301,IDIQ,8(a),Set-Aside,Small Business,8(a),461807.19,1,Yes,8,30,67,540250.45,481136.06,80,1,0,1
MODEL-001137,2026,5,Pharmaceuticals,446110,6505,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,126487.19,2,No,4,26,88,0.0,125669.71,72,1,0,1
MODEL-001138,2023,8,Medical Equipment,423450,6515,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,387439.89,4,Yes,3,42,58,447024.1,336987.16,43,1,0,1
MODEL-001139,2023,6,Construction,237990,Y1AA,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,406202.79,6,No,8,42,63,0.0,412516.96,94,1,0,1
MODEL-001140,2024,8,Medical Equipment,339112,6520,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,147903.57,8,Yes,3,48,80,121299.04,167136.1,70,1,0,1
MODEL-001141,2025,6,IT Services,518210,D302,Time and Materials,8(a),Set-Aside,Small Business,8(a),433699.89,2,No,7,41,97,0.0,378339.7,76,1,0,1
MODEL-001142,2023,3,Facilities Management,561210,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,127376.91,3,Yes,3,98,49,156848.94,129939.34,42,1,0,1
MODEL-001143,2021,12,Facilities Management,561720,S201,IDIQ,HUBZone,Set-Aside,Small Business,HUBZone,855723.59,4,No,4,47,29,0.0,900951.07,83,1,0,1
MODEL-001144,2023,6,Professional Services,541611,R425,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,24315.85,5,Yes,6,25,74,17921.88,24983.02,90,0,0,1
MODEL-001145,2023,12,Pharmaceuticals,325412,6508,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,785745.85,3,Yes,2,49,59,884846.16,837696.56,80,0,0,0
MODEL-001146,2026,15,Medical/Clinical Services,621111,Q401,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,547481.7,5,Yes,3,47,64,598384.19,548712.21,49,0,0,1
MODEL-001147,2025,8,Facilities Management,561720,S201,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,73976.11,5,No,3,32,45,0.0,82513.97,67,1,0,1
MODEL-001148,2025,17,Medical/Clinical Services,621111,Q201,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,229964.16,5,Yes,4,14,66,244335.05,232649.46,76,1,0,1
MODEL-001149,2023,6,Medical/Clinical Services,622110,Q301,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),473281.58,1,No,5,55,82,0.0,387633.96,77,1,0,1
MODEL-001150,2026,9,Medical Equipment,339112,6515,IDIQ,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,1004354.35,4,No,6,46,41,0.0,1207028.63,107,0,0,0
MODEL-001151,2026,12,Professional Services,541611,R408,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,109752.61,3,Yes,3,58,105,124207.19,83661.58,74,1,0,1
MODEL-001152,2025,7,Food Service,311423,F002,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,73567.59,4,No,2,54,59,0.0,65158.24,53,1,0,1
MODEL-001153,2024,15,Pharmaceuticals,446110,6505,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Small Business,N/A,775877.51,1,No,6,37,62,0.0,887974.34,85,0,0,1
MODEL-001154,2026,3,Food Service,311423,F002,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,324895.74,5,No,2,28,50,0.0,304969.89,94,0,0,0
MODEL-001155,2025,2,IT Services,518210,D316,Time and Materials,Small Business,Set-Aside,Small Business,N/A,674702.35,2,Yes,4,41,83,538864.01,687853.58,48,1,0,1
MODEL-001156,2022,1,Facilities Management,561720,S201,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,660337.79,5,No,6,35,85,0.0,718269.94,142,0,0,0
MODEL-001157,2022,17,IT Services,518210,D302,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Limited Competition,Small Business,N/A,1135422.82,3,Yes,4,44,64,1195030.81,1168973.99,90,0,0,0
MODEL-001158,2025,2,Medical Equipment,423450,6525,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,2633831.45,5,Yes,4,26,78,3146345.5,2614001.1,101,1,0,0
MODEL-001159,2022,2,Facilities Management,561210,S201,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,79786.86,8,No,7,47,66,0.0,93001.72,109,1,0,0
MODEL-001160,2023,11,Facilities Management,561720,S201,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,189644.35,5,Yes,3,60,92,167974.72,198980.8,59,1,0,1
MODEL-001161,2021,7,IT Services,541512,D307,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,660582.62,4,No,7,55,85,0.0,721816.43,86,1,0,1
MODEL-001162,2024,7,IT Services,541512,D316,IDIQ,8(a),Set-Aside,Small Business,8(a),112003.26,8,No,6,29,52,0.0,112285.7,120,1,0,0
MODEL-001163,2026,9,Medical/Clinical Services,621399,Q201,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,2365129.77,4,Yes,7,59,73,1945337.64,2498905.54,94,1,0,1
MODEL-001164,2022,12,IT Services,541519,D307,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,1033553.01,1,Yes,5,53,71,1029146.85,912509.86,70,1,0,1
MODEL-001165,2022,18,IT Services,518210,D307,Firm Fixed Price,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,314181.78,4,Yes,7,48,21,339785.28,334929.97,74,1,0,1
MODEL-001166,2024,7,IT Services,541519,D302,IDIQ,Small Business,Set-Aside,Small Business,N/A,216831.55,4,Yes,3,53,79,229470.88,237959.58,57,1,0,1
MODEL-001167,2026,1,Facilities Management,561210,S214,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,271656.34,5,Yes,5,34,20,284260.14,235625.79,97,1,0,0
MODEL-001168,2023,10,Medical/Clinical Services,621399,Q401,Labor Hour,SDVOSB,Set-Aside,Small Business,SDVOSB,327948.09,2,Yes,6,74,64,377989.91,330953.17,87,1,0,1
MODEL-001169,2024,11,Pharmaceuticals,325412,6505,Cost Plus Fixed Fee,WOSB,Set-Aside,Small Business,WOSB,237801.2,5,Yes,3,52,5,268896.4,251811.06,59,1,0,1
MODEL-001170,2025,15,Medical/Clinical Services,621111,Q301,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,204261.22,2,No,3,47,115,0.0,239523.0,79,1,0,0
MODEL-001171,2025,2,Pharmaceuticals,446110,6505,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,151423.75,3,No,6,68,84,0.0,166694.75,110,0,0,0
MODEL-001172,2021,5,Facilities Management,561210,S214,Firm Fixed Price,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,111897.84,3,Yes,5,29,70,131604.34,123663.56,66,0,0,1
MODEL-001173,2026,14,Medical Equipment,339112,6525,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,211193.2,6,No,7,23,95,0.0,198786.73,90,1,0,1
MODEL-001174,2022,8,IT Services,518210,D307,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,3140972.91,4,Yes,7,60,56,2283596.71,3007020.45,84,1,0,1
MODEL-001175,2023,1,Medical/Clinical Services,621399,Q301,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,378061.27,7,Yes,1,68,82,307809.09,390755.29,72,0,0,0
MODEL-001176,2023,10,Security Services,561612,S206,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,52366.58,2,Yes,3,83,58,49430.83,46893.77,59,1,0,1
MODEL-001177,2026,9,Medical Equipment,339112,6515,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Small Business,N/A,92057.07,1,No,8,45,48,0.0,102182.62,98,1,0,1
MODEL-001178,2021,8,Medical Equipment,423450,6520,Labor Hour,8(a),Set-Aside,Small Business,8(a),1504171.6,2,Yes,7,43,79,1401228.24,1466593.18,82,1,0,1
MODEL-001179,2023,11,Facilities Management,561210,S214,Time and Materials,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,344692.51,5,No,8,56,41,0.0,386359.0,100,0,0,1
MODEL-001180,2026,6,Professional Services,541611,R425,Cost Plus Fixed Fee,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,165661.97,8,No,2,38,94,0.0,130593.67,85,0,0,0
MODEL-001181,2026,6,Pharmaceuticals,325412,6505,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,264668.11,6,No,5,30,76,0.0,292083.59,91,1,0,1
MODEL-001182,2026,4,Medical/Clinical Services,621399,Q301,IDIQ,VOSB,Set-Aside,Small Business,VOSB,2632966.87,1,Yes,3,51,90,1938598.95,2790876.16,63,1,0,1
MODEL-001183,2022,13,Construction,236220,Y1AA,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,2670296.01,7,No,7,23,80,0.0,2655028.63,128,0,0,0
MODEL-001184,2021,1,Construction,236220,Y1AA,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,812758.92,3,Yes,6,41,82,711528.67,837933.18,73,0,0,1
MODEL-001185,2025,7,Professional Services,541990,R425,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,549961.05,5,No,5,44,31,0.0,499893.47,85,1,0,1
MODEL-001186,2025,16,Construction,236220,Z1AA,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,1019725.0,5,No,5,63,70,0.0,1045674.93,100,1,0,0
MODEL-001187,2025,18,IT Services,541519,D302,Cost Plus Fixed Fee,Small Business,Set-Aside,Small Business,N/A,129364.71,2,Yes,1,36,35,145173.66,126793.95,47,1,0,1
MODEL-001188,2024,6,Security Services,561612,S206,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,2376849.42,5,Yes,7,49,67,1784709.59,2308137.52,87,1,0,1
MODEL-001189,2026,17,Medical/Clinical Services,622110,Q401,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,2521534.72,2,No,9,59,35,0.0,3089001.04,123,1,0,1
MODEL-001190,2023,6,IT Services,541519,D307,IDIQ,Small Business,Set-Aside,Small Business,N/A,47949.45,2,No,2,44,83,0.0,43041.74,61,1,0,1
MODEL-001191,2023,7,Security Services,561612,S206,Firm Fixed Price,WOSB,Set-Aside,Small Business,WOSB,244652.45,3,Yes,4,57,37,199193.07,238646.88,65,1,1,1
MODEL-001192,2026,16,IT Services,541519,D302,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,780778.73,7,No,1,37,81,0.0,829037.14,86,1,0,0
MODEL-001193,2022,3,Pharmaceuticals,325412,6505,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1823805.12,5,Yes,4,28,89,1607175.55,1705197.09,78,0,0,1
MODEL-001194,2021,5,Medical Equipment,339112,6525,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,153754.37,1,Yes,9,34,53,123459.25,146897.9,84,1,0,1
MODEL-001195,2021,9,Medical Equipment,339112,6520,Firm Fixed Price,8(a),Set-Aside,Other Than Small Business,8(a),1424158.56,3,Yes,8,42,78,1741449.06,1399991.11,89,1,0,1
MODEL-001196,2026,9,Professional Services,541990,R425,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,280450.42,5,Yes,6,43,46,259897.73,290175.98,92,1,0,1
MODEL-001197,2021,7,Pharmaceuticals,446110,6508,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1294005.73,5,No,10,53,52,0.0,1485836.06,130,1,0,1
MODEL-001198,2023,18,Food Service,311423,F002,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Small Business,N/A,131957.78,1,No,3,67,49,0.0,105910.17,76,0,0,1
MODEL-001199,2021,6,Food Service,722320,F002,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,86468.72,6,Yes,4,45,47,110074.47,102174.11,83,0,0,1
MODEL-001200,2021,3,Food Service,722320,8940,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,36767.27,3,Yes,8,28,18,32102.64,33676.88,90,1,0,1
MODEL-001201,2023,3,Professional Services,541990,R425,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,131725.65,3,No,3,27,64,0.0,128541.05,51,1,0,1
MODEL-001202,2022,9,Medical/Clinical Services,621111,Q301,Blanket Purchase Agreement (BPA),8(a),Set-Aside,Small Business,8(a),85618.0,3,Yes,5,69,67,79970.88,95942.82,76,1,0,1
MODEL-001203,2022,14,Construction,236220,Z1AA,IDIQ,Small Business,Set-Aside,Small Business,N/A,4464219.76,8,No,7,40,52,0.0,5056536.83,113,1,0,0
MODEL-001204,2023,7,Pharmaceuticals,325412,6508,Cost Plus Fixed Fee,8(a),Set-Aside,Small Business,8(a),1301569.91,5,Yes,9,44,79,1025600.43,1330556.66,96,1,0,1
MODEL-001205,2023,15,Medical/Clinical Services,621111,Q301,Time and Materials,8(a),Set-Aside,Small Business,8(a),91453.7,2,No,5,45,45,0.0,94610.21,71,1,0,1
MODEL-001206,2022,5,Medical Equipment,339112,6520,Blanket Purchase Agreement (BPA),Small Business,Set-Aside,Small Business,N/A,1512152.95,4,No,7,69,56,0.0,1534194.79,82,1,0,1
MODEL-001207,2026,1,IT Services,541512,D302,Time and Materials,Full and Open (No Set-Aside),Limited Competition,Other Than Small Business,N/A,62775.22,3,No,4,65,86,0.0,73405.82,56,0,0,1
MODEL-001208,2021,8,Medical Equipment,339112,6525,Blanket Purchase Agreement (BPA),VOSB,Set-Aside,Small Business,VOSB,277792.07,3,No,6,37,55,0.0,252277.72,98,1,0,1
MODEL-001209,2023,8,Professional Services,541990,R425,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,267002.43,2,No,5,35,34,0.0,309819.8,75,1,0,1
MODEL-001210,2021,5,Medical/Clinical Services,622110,Q301,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,408580.93,7,Yes,4,67,59,451562.13,413523.77,84,1,0,1
MODEL-001211,2024,12,Professional Services,541611,R408,IDIQ,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,80997.71,1,No,3,37,22,0.0,77024.88,59,1,0,1
MODEL-001212,2022,16,IT Services,541519,D307,Labor Hour,VOSB,Set-Aside,Small Business,VOSB,101093.36,2,No,5,42,45,0.0,101787.37,90,1,0,1
MODEL-001213,2022,7,Medical/Clinical Services,622110,Q201,Blanket Purchase Agreement (BPA),VOSB,Set-Aside,Small Business,VOSB,557578.6,8,Yes,5,62,53,579524.29,554824.46,80,1,0,1
MODEL-001214,2024,5,IT Services,541512,D307,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,198164.87,3,Yes,8,17,56,143420.24,209770.63,88,1,0,1
MODEL-001215,2025,16,Medical Equipment,423450,6520,IDIQ,SDVOSB,Set-Aside,Small Business,SDVOSB,158855.88,4,No,3,58,49,0.0,137718.82,54,1,0,1
MODEL-001216,2022,14,Transportation,492110,V119,Firm Fixed Price,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,516223.0,4,No,7,71,84,0.0,496471.32,106,1,0,1
MODEL-001217,2022,3,Food Service,311423,F002,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,62040.25,8,Yes,6,57,101,62267.58,79557.22,99,1,0,1
MODEL-001218,2022,1,Facilities Management,561720,S214,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),184601.88,5,No,5,55,34,0.0,186723.75,70,1,0,1
MODEL-001219,2021,14,Medical/Clinical Services,621111,Q201,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,74786.25,10,No,4,36,52,0.0,67007.83,98,1,0,0
MODEL-001220,2021,12,Professional Services,541611,R408,IDIQ,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,117520.73,6,Yes,7,55,85,91821.97,111372.33,89,1,0,1
MODEL-001221,2025,6,Medical/Clinical Services,621111,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Sole Source,Other Than Small Business,N/A,897190.48,1,Yes,3,76,55,785431.95,829079.28,36,0,0,1
MODEL-001222,2024,14,Professional Services,541990,R425,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,36159.65,4,Yes,6,54,64,34201.2,34515.73,87,1,0,1
MODEL-001223,2022,12,Professional Services,541611,R408,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Small Business,N/A,10000.0,4,Yes,3,43,83,8407.95,10401.06,82,1,0,0
MODEL-001224,2025,17,Medical/Clinical Services,621111,Q201,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1402610.25,1,No,9,20,62,0.0,1653391.51,91,1,0,1
MODEL-001225,2021,14,Medical/Clinical Services,621111,Q401,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,75944.53,6,Yes,6,62,82,62842.31,76295.77,76,1,0,1
MODEL-001226,2025,9,Security Services,561612,S206,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,77206.76,7,Yes,1,41,58,97303.27,88275.25,77,0,0,0
MODEL-001227,2026,13,Professional Services,541990,R408,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,333917.41,3,No,7,39,44,0.0,373736.57,90,1,0,1
MODEL-001228,2026,6,Pharmaceuticals,325412,6508,Firm Fixed Price,Small Business,Set-Aside,Other Than Small Business,N/A,670853.26,1,Yes,9,55,64,638287.94,617959.98,76,1,0,1
MODEL-001229,2022,4,Construction,236220,Y1AA,Blanket Purchase Agreement (BPA),SDVOSB,Set-Aside,Small Business,SDVOSB,685862.62,4,Yes,7,41,97,506736.85,799637.99,93,1,0,1
MODEL-001230,2025,12,Medical Equipment,339112,6525,Cost Plus Fixed Fee,VOSB,Set-Aside,Small Business,VOSB,502142.17,4,No,3,27,54,0.0,565731.05,80,1,0,0
MODEL-001231,2026,13,IT Services,541519,D302,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1809331.15,6,No,9,20,41,0.0,1892653.01,131,1,0,0
MODEL-001232,2023,4,Professional Services,541611,R425,Time and Materials,VOSB,Set-Aside,Small Business,VOSB,621607.8,5,Yes,7,46,66,556407.7,563003.58,81,1,0,1
MODEL-001233,2026,12,Medical/Clinical Services,621399,Q301,Firm Fixed Price,Small Business,Set-Aside,Small Business,N/A,626642.91,3,No,7,19,45,0.0,626327.54,103,1,0,1
MODEL-001234,2024,15,Pharmaceuticals,325412,6505,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,1133428.53,1,Yes,7,25,23,945327.08,1244910.17,61,1,0,1
MODEL-001235,2026,11,Medical/Clinical Services,621111,Q201,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,884250.91,8,Yes,4,39,44,874337.77,904814.55,112,1,0,0
MODEL-001236,2024,17,Construction,236220,Y1AA,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1187881.38,10,Yes,8,50,111,1144095.21,1121275.32,130,1,0,0
MODEL-001237,2025,14,Facilities Management,561720,S201,Time and Materials,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,238155.75,4,Yes,4,39,127,193517.4,281157.41,92,0,0,0
MODEL-001238,2022,14,IT Services,541519,D307,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,522038.16,2,Yes,7,46,65,528093.58,529916.44,84,1,0,1
MODEL-001239,2022,5,Medical/Clinical Services,622110,Q301,Cost Plus Fixed Fee,SDVOSB,Set-Aside,Small Business,SDVOSB,1531782.89,3,Yes,5,50,69,1899008.2,1566935.31,68,1,0,1
MODEL-001240,2021,8,Professional Services,541611,R425,Firm Fixed Price,8(a),Set-Aside,Small Business,8(a),333387.84,1,Yes,4,78,104,284795.21,368120.26,49,1,0,1
MODEL-001241,2026,1,Professional Services,541990,R408,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,1497653.93,4,No,8,62,40,0.0,1654473.73,96,1,0,1
MODEL-001242,2024,11,IT Services,541519,D307,IDIQ,SDVOSB,Set-Aside,Other Than Small Business,SDVOSB,101798.88,6,No,8,61,42,0.0,113354.65,124,1,0,0
MODEL-001243,2022,11,Facilities Management,561210,S201,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Full and Open,Small Business,N/A,495990.53,5,Yes,4,52,71,361128.26,559558.68,75,0,0,1
MODEL-001244,2022,5,Professional Services,541990,R408,IDIQ,8(a),Set-Aside,Small Business,8(a),148551.06,1,Yes,7,44,65,176665.18,161175.74,54,1,0,1
MODEL-001245,2023,5,Medical/Clinical Services,622110,Q401,Labor Hour,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,395510.38,4,Yes,6,57,52,348126.64,446043.17,98,0,0,1
MODEL-001246,2024,2,Construction,236220,Z1AA,Labor Hour,8(a),Set-Aside,Small Business,8(a),2489828.83,5,Yes,7,22,68,2216763.69,2940064.11,93,1,0,1
MODEL-001247,2026,5,Medical/Clinical Services,622110,Q401,Firm Fixed Price,Full and Open (No Set-Aside),Full and Open,Other Than Small Business,N/A,1118545.95,4,No,6,38,37,0.0,1032639.57,112,0,0,0
MODEL-001248,2022,16,Professional Services,541990,R425,Firm Fixed Price,SDVOSB,Set-Aside,Small Business,SDVOSB,122005.47,3,Yes,7,26,19,123288.93,143337.28,63,1,0,1
MODEL-001249,2025,11,IT Services,541519,D316,Time and Materials,SDVOSB,Set-Aside,Small Business,SDVOSB,819560.14,8,No,5,27,68,0.0,764237.23,92,1,0,1
MODEL-001250,2026,4,Medical/Clinical Services,621399,Q401,Firm Fixed Price,VOSB,Set-Aside,Small Business,VOSB,2098517.81,2,Yes,9,73,84,1636951.27,2148946.43,73,1,0,1
